date,close,Change,Up,Down,Av up,Av down,Relative,RSI,SMA_10_close,percentage_diff,next_day_change,10_change
2000-01-03,501.0472412109375,0.0019998110530083935,0.0,0.0,0.0,0.0,0.0,0.0,501.0472412109375,0.0,-0.0036035973482299033,0.0019998110529995117
2000-01-04,499.2416687011719,-0.0036035973482299033,0.0,1.805572509765625,0.0,0.0,0.0,0.0,500.1444549560547,-0.18050510126361718,-0.07052444225253496,-0.0016038583603772416
2000-01-07,464.0329284667969,-0.07052444225253496,0.0,35.208740234375,0.0,0.0,0.0,0.0,488.10727945963544,-4.932184379526228,0.011673131790871372,-0.07212716950075748
2000-01-10,469.44964599609375,0.011673131790871372,5.416717529296875,0.0,0.0,0.0,0.0,0.0,483.44287109375,-2.8944940414567966,0.005769253521729301,-0.060462457209442544
2000-01-11,472.15802001953125,0.005769253521729301,2.7083740234375,0.0,0.0,0.0,0.0,0.0,481.18590087890624,-1.8761731885504562,0.001912074931258223,-0.05469669192015303
2000-01-12,473.0608215332031,0.001912074931258223,0.902801513671875,0.0,0.0,0.0,0.0,0.0,479.83172098795575,-1.4110987578752843,0.017175574858219633,-0.05278566283063446
2000-01-13,481.1859130859375,0.017175574858219633,8.125091552734375,0.0,0.0,0.0,0.0,0.0,480.0251770019531,0.24180733419731926,0.037523450134770986,-0.03561915421343986
2000-01-14,499.2416687011719,0.037523450134770986,18.055755615234375,0.0,0.0,0.0,0.0,0.0,482.42723846435547,3.4853816070459676,0.04882459976070885,0.0018909303857617132
2000-01-17,523.616943359375,0.04882459976070885,24.375274658203125,0.0,0.0,0.0,0.0,0.0,487.00387234157984,7.518024618932628,-0.05172416405756419,0.050716453385657445
2000-01-18,496.5332946777344,-0.05172416405756419,0.0,27.083648681640625,0.0,0.0,0.0,0.0,487.9568145751953,1.7576309719140815,0.01999999631232252,-0.0010339433334616288
2000-01-19,506.4639587402344,0.01999999631232252,9.9306640625,0.0,0.0,0.0,0.0,0.0,488.498486328125,3.677692544586919,0.014260285321398225,0.016965695855386542
2000-01-20,513.686279296875,0.014260285321398225,7.222320556640625,0.0,0.0,0.0,0.0,0.0,489.9429473876953,4.846142195897651,-0.00527242819711804,0.034833253131849595
2000-01-21,510.9779052734375,-0.00527242819711804,0.0,2.7083740234375,0.0,0.0,0.0,0.0,494.6374450683594,3.3035226847453636,0.037102498822842556,0.10015406372383406
2000-01-24,529.9364624023438,0.037102498822842556,18.95855712890625,0.0,6.835396902901786,4.771881103515625,1.4324323583556788,58.888887636900265,500.6861267089844,5.842050365090423,-0.01533225706621344,0.12560592827055572
2000-01-25,521.8113403320312,-0.01533225706621344,0.0,8.1251220703125,6.835396902901786,5.352246965680804,1.2771079037890258,56.0846458643424,505.6514587402344,3.195853846057739,0.019031138833013994,0.10447913179283397
2000-01-26,531.7420043945312,0.019031138833013994,9.9306640625,0.0,7.544730050223214,5.223277500697544,1.4444436561556706,59.09089589846875,511.5195770263672,3.9534024261053125,-0.022071241236717665,0.12161575387883428
2000-01-27,520.0057983398438,-0.022071241236717665,0.0,11.7362060546875,7.544730050223214,3.546667916434152,2.1272727607970543,68.02325615674381,515.4015655517578,0.8933292205189458,0.09201381491882121,0.08232795537790327
2000-01-28,567.853515625,0.09201381491882121,47.84771728515625,0.0,10.575515747070312,3.546667916434152,2.9818172990109035,74.88583918080813,522.2627502441406,8.729469095689325,-0.009538880825201823,0.13684272514267182
2000-01-31,562.4368286132812,-0.009538880825201823,0.0,5.41668701171875,10.38206045968192,3.9335741315569197,2.6393453161063656,72.52253047891944,526.1447387695313,6.897738810165532,0.06260023776541734,0.07842789918444115
2000-02-01,597.6455078125,0.06260023776541734,35.20867919921875,0.0,12.832480294363839,3.9335741315569197,3.2622952727433936,76.53846258857712,536.2559600830078,11.44780707332178,0.07401818088233614,0.19290117357828596
2000-02-02,641.8821411132812,0.07401818088233614,44.23663330078125,0.0,15.411876133510045,3.9335741315569197,3.918033731681569,79.66667057287383,549.7977783203125,16.748769533826735,0.01265818210966918,0.24701273754947906
2000-02-03,650.0072021484375,0.01265818210966918,8.12506103515625,0.0,14.702540806361608,3.9335741315569197,3.737705281415988,78.89273518294655,563.4298706054688,15.366123817669042,0.01250004929707993,0.24540690593490844
2000-02-04,658.13232421875,0.01250004929707993,8.1251220703125,0.0,13.541815621512276,3.9335741315569197,3.4426237230089742,77.49077882016297,578.1453125,13.83510511792827,0.028806603826079247,0.26322393770641384
