date,close,Change,Up,Down,Av up,Av down,Relative,RSI,SMA_10_close,percentage_diff,next_day_change,10_change
1962-01-02,3.296130895614624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.296130895614624,0.0,-0.06859532861235562,0.0
1962-01-03,3.2886900901794434,-0.06859532861235562,0.0,0.007440805435180664,0.0,0.0,0.0,0.0,3.2924104928970337,-0.11299935793597227,-0.27691500123638896,-0.06859532861235307
1962-01-04,3.2589290142059326,-0.27691500123638896,0.0,0.029761075973510742,0.0,0.0,0.0,0.0,3.28125,-0.6802586146763434,-0.7842859795035989,-0.3453203790936721
1962-01-05,3.1770830154418945,-0.7842859795035989,0.0,0.08184599876403809,0.0,0.0,0.0,0.0,3.2552082538604736,-2.4000073828126856,-0.14790234695981874,-1.1268980592796685
1962-01-08,3.1622018814086914,-0.14790234695981874,0.0,0.014881134033203125,0.0,0.0,0.0,0.0,3.236606979370117,-2.2988610738244764,0.44218453083263054,-1.2731336975619678
1962-01-09,3.2068450450897217,0.44218453083263054,0.04464316368103027,0.0,0.0,0.0,0.0,0.0,3.2316466569900513,-0.7674605095418952,0.0,-0.8365787669967761
1962-01-10,3.2068450450897217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2281035695757185,-0.6585453046288436,0.7821228412552126,-0.8365787669967761
1962-01-11,3.2886900901794434,0.7821228412552126,0.08184504508972168,0.0,0.0,0.0,0.0,0.0,3.235676884651184,1.6383961507322908,-0.06889958386981275,-0.060998999363337525
1962-01-12,3.28125,-0.06889958386981275,0.0,0.007440090179443359,0.0,0.0,0.0,0.0,3.240740564134386,1.2500055176874136,-0.4891440310010116,-0.12985655517642192
1962-01-15,3.2291669845581055,-0.4891440310010116,0.0,0.05208301544189453,0.0,0.0,0.0,0.0,3.239583206176758,-0.3215296831639458,0.07123722379170146,-0.6183654005889272
1962-01-16,3.236607074737549,0.07123722379170146,0.007440090179443359,0.0,0.0,0.0,0.0,0.0,3.23363082408905,0.09204052071520863,-0.21409575700112501,-0.5475686831414972
1962-01-17,3.2142860889434814,-0.21409575700112501,0.0,0.022320985794067383,0.0,0.0,0.0,0.0,3.226190423965454,-0.3689904642187991,0.4280042159779954,-0.6923717248728867
1962-01-18,3.2589290142059326,0.4280042159779954,0.04464292526245117,0.0,0.0,0.0,0.0,0.0,3.226190423965454,1.0147755072758002,-0.14055814479629025,0.009610725710018642
1962-01-19,3.2440481185913086,-0.14055814479629025,0.0,0.014880895614624023,0.012755087443760462,0.01647528580256871,0.7741952155859888,43.63641660088032,3.2328869342803954,0.34523893157425434,0.14095439054901798,0.6584894925259599
1962-01-22,3.2589290142059326,0.14095439054901798,0.014880895614624023,0.0,0.01381800855909075,0.01647528580256871,0.8387113112742691,45.61408341437911,3.2425596475601197,0.5048285436516142,-0.21117813079578676,0.9496789974115627
1962-01-23,3.236607074737549,-0.21117813079578676,0.0,0.02232193946838379,0.01381800855909075,0.017538223947797502,0.7878795823465382,44.06782146437793,3.2455358505249023,-0.2751094487497219,-0.142507627899135,0.2930151537450243
1962-01-24,3.2217259407043457,-0.142507627899135,0.0,0.014881134033203125,0.01381800855909075,0.016475370952061245,0.8387069765711084,45.613955201016395,3.2470239400863647,-0.779113423516864,0.07157568360858449,0.15008995690091176
1962-01-25,3.2291669845581055,0.07157568360858449,0.007441043853759766,0.0,0.014349511691502162,0.01062922818320138,1.3500050468556488,57.446899897597284,3.241071629524231,-0.3673058274208163,0.21304186771313763,-0.5560011607571469
1962-01-26,3.251487970352173,0.21304186771313763,0.022320985794067383,0.0,0.01594386781964983,0.009566290037972587,1.666672007263211,62.5000751019885,3.238095426559448,0.41359324011505105,-0.21213798227400363,-0.27543399730955986
1962-01-29,3.2291669845581055,-0.21213798227400363,0.0,0.022320985794067383,0.012755070413861955,0.011160646166120256,1.1428612845537387,53.33342353010709,3.238095426559448,-0.2757312810521273,0.14225764518091183,0.0021669510535726744
1962-01-30,3.2440481185913086,0.14225764518091183,0.014881134033203125,0.0,0.01381800855909075,0.011160646166120256,1.2381011236640849,55.31926643408944,3.238839530944824,0.1608164775290577,-0.21312485757545496,0.07313835336386632
1962-01-31,3.2217259407043457,-0.21312485757545496,0.0,0.02232217788696289,0.007971933909824916,0.012755087443760462,0.6250003337863927,38.46155110196731,3.2395835161209106,-0.5512305926888894,0.7056063206037639,0.07411204752725276
1962-02-01,3.296130895614624,0.7056063206037639,0.07440495491027832,0.0,0.013286573546273368,0.01222365243094308,1.086956097724081,52.083323597916376,3.2433037042617796,1.6288080355665757,1.392199311959505,0.35073592689072175
1962-02-02,3.452380895614624,1.392199311959505,0.15625,0.0,0.024447287831987654,0.008503437042236328,2.874988985107866,74.19347503068674,3.2641369819641115,5.767034738145127,-0.5055978030148969,1.891034329578578
1962-02-05,3.392857074737549,-0.5055978030148969,0.0,0.059523820877075195,0.02391585281917027,0.012755138533455985,1.8749974966120817,65.21736101758671,3.277529788017273,3.5187258142371336,-0.26015162455122226,1.233182882573547
1962-02-06,3.3630950450897217,-0.26015162455122226,0.0,0.02976202964782715,0.02391585281917027,0.013286641665867396,1.7999923096149042,64.28561619379823,3.29017858505249,2.2161854790647695,0.5838947863879719,1.1835005378291852
1962-02-07,3.4300599098205566,0.5838947863879719,0.06696486473083496,0.0,0.02551027706691197,0.013286641665867396,1.919994360384263,65.75335851441841,3.3110119819641115,3.5955148608621146,0.12608750823194073,1.9195488535911354
1962-02-08,3.4449400901794434,0.12608750823194073,0.014880180358886719,0.0,0.026573147092546736,0.01222372055053711,2.1739000808047035,68.49302200633669,3.332589292526245,3.371276439768889,0.24925334169290367,1.9750673215960912
1962-02-09,3.4747018814086914,0.24925334169290367,0.029761791229248047,0.0,0.027636068207877024,0.01222372055053711,2.2608556939452202,69.33320288116991,3.354910683631897,3.5706225611679354,0.3058050019494626,2.0119154945292816
