date;close;Change;Up;Down;Av up;Av down;Relative;RSI
2015-02-18;2.93;0;0;0;0.0298941998170124;0.0424494492448453;0.704230569508332;41.3224936876647
2015-02-19;2.84;-0.0937999999999999;0;0.0937999999999999;0.0269047798353112;0.0475845043203608;0.565410530583147;36.1189936784519
2015-02-20;2.86;0.0234999999999999;0.0234999999999999;0;0.0265643018517801;0.0428260538883247;0.620283669400184;38.2824119698626
2015-02-23;2.93;0.0703;0.0703;0;0.0309378716666021;0.0385434484994922;0.802675237193933;44.5268909580956
2015-02-24;2.80;-0.129;0;0.129;0.0278440844999419;0.047589103649543;0.5850936950818;36.9122466953984
2015-02-25;2.67;-0.129;0;0.129;0.0250596760499477;0.0557301932845887;0.449660669970752;31.0183396214939
2015-02-26;2.64;-0.0352000000000001;0;0.0352000000000001;0.0225537084449529;0.0536771739561298;0.420173171996461;29.5860519182873
2015-02-27;2.74;0.1056;0.1056;0;0.0308583376004577;0.0483094565605168;0.638763914924228;38.9783976268334
2015-03-02;2.81;0.0703999999999998;0.0703999999999998;0;0.0348125038404119;0.0434785109044652;0.800682983759609;44.4655161947429
2015-03-03;2.93;0.1172;0.1172;0;0.0430512534563707;0.0391306598140186;1.10019237245132;52.3853141684915
2015-03-04;2.94;0.0118;0.0118;0;0.0399261281107336;0.0352175938326168;1.13369835260454;53.1330190708856
2015-03-05;2.87;-0.0703999999999998;0;0.0703999999999998;0.0359335152996602;0.0387358344493551;0.927655640067372;48.1235144278648
2015-03-06;2.88;0.0116999999999998;0.0116999999999998;0;0.0335101637696942;0.0348622510044196;0.96121629568458;49.0112333759219
2015-03-09;2.93;0.0468999999999999;0.0468999999999999;0;0.0348491473927248;0.0313760259039776;1.11069347977262;52.6222064177823
2015-03-10;3.01;0.0821000000000001;0.0821000000000001;0;0.0395742326534523;0.0282384233135799;1.40143209179887;58.3581812113239
2015-03-11;3.08;0.0703999999999998;0.0703999999999998;0;0.0426568093881071;0.0254145809822219;1.67843842941761;62.6648128619691
2015-03-12;3.18;0.0938000000000003;0.0938000000000003;0;0.0477711284492964;0.0228731228839997;2.08852672595544;67.6221030695259
2015-03-13;3.18;0;0;0;0.0429940156043667;0.0205858105955997;2.08852672595544;67.6221030695259
2015-03-16;3.19;0.0116999999999998;0.0116999999999998;0;0.03986461404393;0.0185272295360397;2.1516770203761;68.270860448744
2015-03-17;3.21;0.0234999999999999;0.0234999999999999;0;0.038228152639537;0.0166745065824358;2.29261072587329;69.6289636627247
2015-03-18;3.25;0.0352000000000001;0.0352000000000001;0;0.0379253373755833;0.0150070559241922;2.52716705842654;71.648635195462
2015-03-19;3.23;-0.0234999999999999;0;0.0234999999999999;0.034132803638025;0.015856350331773;2.15262673464206;68.2804187057198
2015-03-20;3.26;0.0352000000000001;0.0352000000000001;0;0.0342395232742225;0.0142707152985957;2.39928570907668;70.5820550085029
2015-03-23;3.23;-0.0352000000000001;0;0.0352000000000001;0.0308155709468003;0.0163636437687361;1.8831729278827;65.3159895360711
2015-03-24;3.23;0;0;0;0.0277340138521202;0.0147272793918625;1.8831729278827;65.3159895360711
2015-03-25;3.28;0.0585999999999998;0.0585999999999998;0;0.0308206124669082;0.0132545514526762;2.32528521066514;69.9273915875632
2015-03-26;3.28;0;0;0;0.0277385512202174;0.0119290963074086;2.32528521066514;69.9273915875632
2015-03-27;3.35;0.0704000000000002;0.0704000000000002;0;0.0320046960981957;0.0107361866766678;2.9810115138692;74.880755895426
2015-03-30;3.33;-0.0234000000000001;0;0.0234000000000001;0.0288042264883761;0.012002568009001;2.39983864009562;70.5868393809455
2015-03-31;3.35;0.0234000000000001;0.0234000000000001;0;0.0282638038395385;0.0108023112081009;2.61645894985351;72.3486423082307
2015-04-01;3.34;-0.0117000000000003;0;0.0117000000000003;0.0254374234555846;0.0108920800872908;2.33540547367676;70.018637677126
2015-04-02;3.34;0;0;0;0.0228936811100262;0.00980287207856175;2.33540547367676;70.018637677126
2015-04-07;3.33;-0.0116999999999998;0;0.0116999999999998;0.0206043129990236;0.00999258487070556;2.06196027010264;67.3411830400242
2015-04-08;3.31;-0.0234999999999999;0;0.0234999999999999;0.0185438816991212;0.011343326383635;1.63478340232495;62.0462160526139
2015-04-09;3.30;-0.0117000000000003;0;0.0117000000000003;0.0166894935292091;0.0113789937452715;1.4666932685629;59.4598966663333
2015-04-10;3.32;0.0234000000000001;0.0234000000000001;0;0.0173605441762882;0.0102410943707444;1.6951844742181;62.8967883435841
2015-04-13;3.30;-0.0234000000000001;0;0.0234000000000001;0.0156244897586594;0.0115569849336699;1.35195207472662;57.4821268364392
2015-04-14;3.27;-0.0234999999999999;0;0.0234999999999999;0.0140620407827934;0.0127512864403029;1.1027938905323;52.4442217326939
2015-04-15;3.23;-0.0468999999999999;0;0.0468999999999999;0.0126558367045141;0.0161661577962726;0.78285990177778;43.9103432074024
2015-04-16;3.46;0.2346;0.2346;0;0.0348502530340627;0.0145495420166454;2.39528178922693;70.547363604018
2015-04-17;3.73;0.2697;0.2697;0;0.0583352277306564;0.0130945878149808;4.45491133855455;81.6678963609887
2015-04-20;3.92;0.1876;0.1876;0;0.0712617049575908;0.0117851290334827;6.04674796136122;85.809056809138
2015-04-21;3.99;0.0703999999999998;0.0703999999999998;0;0.0711755344618317;0.0106066161301345;6.71048462474424;87.0306465978697
2015-04-22;3.96;-0.0234999999999999;0;0.0234999999999999;0.0640579810156485;0.011895954517121;5.3848542311972;84.3379353108192
2015-04-23;3.96;0;0;0;0.0576521829140837;0.0107063590654089;5.3848542311972;84.3379353108192
2015-04-24;3.73;-0.2345;0;0.2345;0.0518869646226753;0.033085723158868;1.56825844106623;61.063108602698
2015-04-27;3.66;-0.0703999999999998;0;0.0703999999999998;0.0466982681604078;0.0368171508429812;1.26838354112647;55.9157443232283
2015-04-28;3.78;0.1173;0.1173;0;0.053758441344367;0.0331354357586831;1.62238522335653;61.8667771960655
2015-04-29;3.73;-0.0468999999999999;0;0.0468999999999999;0.0483825972099303;0.0345118921828148;1.4019108820125;58.3664819752961
2015-04-30;3.75;0.0234000000000001;0.0234000000000001;0;0.0458843374889372;0.0310607029645333;1.47724723234147;59.6326120806759
2015-05-04;3.75;0;0;0;0.0412959037400435;0.02795463266808;1.47724723234147;59.6326120806759
2015-05-05;3.78;0.0234999999999999;0.0234999999999999;0;0.0395163133660391;0.025159169401272;1.5706525416551;61.0993713154188
2015-05-06;3.61;-0.1642;0;0.1642;0.0355646820294352;0.0390632524611447;0.910438322175312;47.6559913820534
2015-05-07;3.57;-0.0468999999999999;0;0.0468999999999999;0.0320082138264917;0.0398469272150303;0.803279350845859;44.5454749131945
2015-05-08;3.54;-0.0235000000000003;0;0.0235000000000003;0.0288073924438425;0.0382122344935273;0.753878772745472;42.9835165611459
2015-05-11;3.61;0.0704000000000002;0.0704000000000002;0;0.0329666531994583;0.0343910110441745;0.958583426265466;48.9426905900683
2015-05-12;3.49;-0.1173;0;0.1173;0.0296699878795125;0.0426819099397571;0.695141991569493;41.0078916708256
2015-05-13;3.44;-0.0585999999999998;0;0.0585999999999998;0.0267029890915612;0.0442737189457814;0.603134087838032;37.622185967701
2015-05-15;3.52;0.0821000000000001;0.0821000000000001;0;0.0322426901824051;0.0398463470512032;0.809175559831688;44.7262044545289
2015-05-18;3.46;-0.0586000000000002;0;0.0586000000000002;0.0290184211641646;0.0417217123460829;0.695523254737387;41.0211569079962
2015-05-19;3.45;-0.0118;0;0.0118;0.0261165790477481;0.0387295411114746;0.674332261582372;40.2746979828888
2015-05-20;3.71;0.258;0.258;0;0.0493049211429733;0.0348565870003272;1.41450799937787;58.5836948870054
2015-05-21;3.54;-0.1642;0;0.1642;0.044374429028676;0.0477909283002945;0.928511552440436;48.146538259802
2015-05-22;3.49;-0.0468999999999999;0;0.0468999999999999;0.0399369861258084;0.047701835470265;0.837221162080926;45.5699716158641
2015-05-25;3.35;-0.1407;0;0.1407;0.0359432875132276;0.0570016519232385;0.630565716966076;38.6715917307119
2015-05-26;3.49;0.1407;0.1407;0;0.0464189587619048;0.0513014867309146;0.904826774424305;47.5017879091798
2015-05-27;3.39;-0.1055;0;0.1055;0.0417770628857143;0.0567213380578232;0.736531688359074;42.4139503641915
2015-05-28;3.47;0.0820999999999996;0.0820999999999996;0;0.0458093565971428;0.0510492042520408;0.897356918062273;47.2951034947459
2015-05-29;3.45;-0.0234999999999999;0;0.0234999999999999;0.0412284209374286;0.0482942838268367;0.853691527661049;46.0535917072578
2015-06-01;3.41;-0.0352000000000001;0;0.0352000000000001;0.0371055788436857;0.0469848554441531;0.789734872927085;44.1258023673353
2015-06-02;3.34;-0.0703;0;0.0703;0.0333950209593171;0.0493163698997378;0.677158943920864;40.3753589589906
2015-06-03;3.35;0.0117000000000003;0.0117000000000003;0;0.0312255188633854;0.044384732909764;0.703519359390271;41.297996146171
2015-06-04;3.21;-0.1407;0;0.1407;0.0281029669770469;0.0540162596187876;0.520268659388483;34.2221525238676
2015-06-05;3.34;0.129;0.129;0;0.0381926702793422;0.0486146336569089;0.785620859531345;43.9970700016094
2015-06-08;3.14;-0.1994;0;0.1994;0.034373403251408;0.063693170291218;0.5396717276632;35.0510903049622
2015-06-09;3.24;0.0937999999999999;0.0937999999999999;0;0.0403160629262672;0.0573238532620962;0.703303435341899;41.2905546216272
2015-06-10;3.21;-0.0234000000000001;0;0.0234000000000001;0.0362844566336405;0.0539314679358866;0.67278822591618;40.2195696677442
2015-06-11;3.20;-0.0116999999999998;0;0.0116999999999998;0.0326560109702764;0.0497083211422979;0.656952603102274;39.648243520803
2015-06-15;3.05;-0.1525;0;0.1525;0.0293904098732488;0.0599874890280681;0.489942325465515;32.883308104724
2015-06-16;3.20;0.1525;0.1525;0;0.0417013688859239;0.0539887401252613;0.7724086316734;43.579602235639
2015-06-17;3.20;0;0;0;0.0375312319973315;0.0485898661127351;0.772408631673401;43.579602235639
2015-06-18;3.14;-0.0587;0;0.0587;0.0337781087975983;0.0496008795014616;0.680998182635108;40.5115359237084
2015-06-22;3.01;-0.129;0;0.129;0.0304002979178385;0.0575407915513155;0.528326029208813;34.5689348418883
2015-06-23;3.07;0.0587;0.0587;0;0.0332302681260547;0.0517867123961839;0.641675568663891;39.0866247212371
2015-06-24;3.13;0.0586000000000002;0.0586000000000002;0;0.0357672413134492;0.0466080411565655;0.767404946140089;43.4198709139101
2015-06-25;3.14;0.0116999999999998;0.0116999999999998;0;0.0333605171821043;0.041947237040909;0.795297128856651;44.2989138718861
2015-06-26;3.07;-0.0703;0;0.0703;0.0300244654638938;0.0447825133368181;0.670450656444268;40.1359150512948
2015-06-29;3.05;-0.0234999999999999;0;0.0234999999999999;0.0270220189175045;0.0426542620031363;0.633512752266529;38.7822348731296
2015-06-30;3.00;-0.0468999999999999;0;0.0468999999999999;0.024319817025754;0.0430788358028226;0.564542113836803;36.083535805396
2015-07-01;3.01;0.0116999999999998;0.0116999999999998;0;0.0230578353231786;0.0387709522225404;0.594719345318875;37.2930413783848
2015-07-02;3.11;0.0937999999999999;0.0937999999999999;0;0.0301320517908607;0.0348938570002863;0.863534569727086;46.338532365061
2015-07-03;3.25;0.1408;0.1408;0;0.0411988466117747;0.0314044713002577;1.3118783697351;56.7451292814084
2015-07-06;3.11;-0.1408;0;0.1408;0.0370789619505972;0.0423440241702319;0.875659852297739;46.685429195759
2015-07-07;3.05;-0.0585999999999998;0;0.0585999999999998;0.0333710657555375;0.0439696217532087;0.758957307907753;43.1481369386116
2015-07-08;3.13;0.0821000000000001;0.0821000000000001;0;0.0382439591799837;0.0395726595778878;0.966423778131745;49.1462618017121
2015-07-09;3.07;-0.0586000000000002;0;0.0586000000000002;0.0344195632619854;0.0414753936200991;0.829879122480601;45.3515815490375
2015-07-10;3.12;0.0468999999999999;0.0468999999999999;0;0.0356676069357868;0.0373278542580892;0.955522562030402;48.8627735922561
2015-07-13;3.05;-0.0703999999999998;0;0.0703999999999998;0.0321008462422081;0.0406350688322802;0.789978881903786;44.1334191084746
2015-07-14;3.23;0.1759;0.1759;0;0.0464807616179873;0.0365715619490522;1.27095369026731;55.9656366272139
2015-07-15;3.15;-0.0704000000000002;0;0.0704000000000002;0.0418326854561886;0.039954405754147;1.04701057784714;51.1482739355598
2015-07-16;3.10;-0.0585999999999998;0;0.0585999999999998;0.0376494169105697;0.0418189651787323;0.900295278700893;47.3765992470584
2015-07-17;3.14;0.0468999999999999;0.0468999999999999;0;0.0385744752195127;0.0376370686608591;1.02490647098743;50.6150029975283
2015-07-20;3.25;0.1056;0.1056;0;0.0452770276975615;0.0338733617947731;1.3366558646254;57.2037964537703
2015-07-21;3.33;0.0821000000000001;0.0821000000000001;0;0.0489593249278053;0.0304860256152958;1.60595958114136;61.6264194104646
2015-07-22;3.54;0.211;0.211;0;0.0651633924350248;0.0274374230537662;2.37498223894172;70.3702144425635
2015-07-23;3.68;0.1408;0.1408;0;0.0727270531915223;0.0246936807483896;2.94516860133397;74.6525408404125
2015-07-24;3.64;-0.0468999999999999;0;0.0468999999999999;0.0654543478723701;0.0269143126735506;2.431953164336;70.8620732243158
2015-07-27;3.61;-0.0234999999999999;0;0.0234999999999999;0.0589089130851331;0.0265728814061956;2.21688089389502;68.9139874000994
2015-07-28;3.66;0.0468999999999999;0.0468999999999999;0;0.0577080217766197;0.023915593265576;2.4129872562971;70.7001542957725
2015-07-29;3.66;0;0;0;0.0519372195989578;0.0215240339390184;2.4129872562971;70.7001542957725
2015-07-30;3.75;0.0937999999999999;0.0937999999999999;0;0.056123497639062;0.0193716305451166;2.89720049679609;74.3405554622579
2015-07-31;3.64;-0.1172;0;0.1172;0.0505111478751558;0.0291544674906049;1.73253543016806;63.4039511817602
2015-08-03;3.75;0.1172;0.1172;0;0.0571800330876402;0.0262390207415444;2.17919844078276;68.5455306226878
2015-08-04;3.75;0;0;0;0.0514620297788762;0.02361511866739;2.17919844078276;68.5455306226878
2015-08-05;3.75;0;0;0;0.0463158268009886;0.021253606800651;2.17919844078276;68.5455306226878
2015-08-06;3.61;-0.1407;0;0.1407;0.0416842441208897;0.0331982461205859;1.2556158530026;55.666209799473
2015-08-07;3.75;0.1407;0.1407;0;0.0515858197088007;0.0298784215085273;1.72652426414421;63.3232679000612
2015-08-10;3.73;-0.0234000000000001;0;0.0234000000000001;0.0464272377379206;0.0292305793576746;1.58831055552551;61.3647598096293
2015-08-11;3.61;-0.1173;0;0.1173;0.0417845139641286;0.0380375214219071;1.09850779972387;52.3470915794744
2015-08-12;3.59;-0.0234000000000001;0;0.0234000000000001;0.0376060625677157;0.0365737692797164;1.02822496309047;50.6958045484132
2015-08-13;3.46;-0.129;0;0.129;0.0338454563109441;0.0458163923517447;0.738719366009953;42.4864058255232
2015-08-14;3.75;0.2931;0.2931;0;0.0597709106798497;0.0412347531165703;1.4495275504834;59.1758010722248
2015-08-17;3.71;-0.0468999999999999;0;0.0468999999999999;0.0537938196118647;0.0418012778049132;1.28689414383265;56.2725715706247
2015-08-18;3.59;-0.1172;0;0.1172;0.0484144376506783;0.0493411500244219;0.981218265620381;49.5260054203635
2015-08-19;3.64;0.0468999999999999;0.0468999999999999;0;0.0482629938856104;0.0444070350219797;1.08683216210499;52.0804778573426
2015-08-20;3.73;0.0937999999999999;0.0937999999999999;0;0.0528166944970494;0.0399663315197817;1.32152970984858;56.9249535873817
2015-08-21;3.66;-0.0703999999999998;0;0.0703999999999998;0.0475350250473444;0.0430096983678036;1.10521642446413;52.4989455535649
2015-08-24;3.57;-0.0937999999999999;0;0.0937999999999999;0.04278152254261;0.0480887285310232;0.889637215402994;47.0797890807451
2015-08-25;3.71;0.1407;0.1407;0;0.052573370288349;0.0432798556779209;1.21473072090601;54.8477839513187
2015-08-26;3.87;0.1642;0.1642;0;0.0637360332595141;0.0389518701101288;1.63627659158117;62.067713107439
2015-08-27;4.01;0.1407;0.1407;0;0.0714324299335627;0.0350566830991159;2.03762659837502;67.0795613741679
2015-08-28;4.20;0.1877;0.1877;0;0.0830591869402064;0.0315510147892043;2.63253614804892;72.4710241207892
2015-08-31;4.57;0.375299999999999;0.375299999999999;0;0.112283268246186;0.0283959133102839;3.95420520619498;79.8151275859637
2015-09-01;4.86;0.281400000000001;0.281400000000001;0;0.129194941421567;0.0255563219792555;5.05530261852378;83.4855487330906
2015-09-02;5.11;0.258;0.258;0;0.142075447279411;0.0230006897813299;6.17700810845836;86.066617385851
2015-09-03;4.88;-0.234500000000001;0;0.234500000000001;0.127867902551469;0.044150620803197;2.89617450956002;74.3337985106595
2015-09-04;4.78;-0.0938999999999997;0;0.0938999999999997;0.115081112296323;0.0491255587228773;2.34259141856295;70.0830919852621
2015-09-07;4.69;-0.0937999999999999;0;0.0937999999999999;0.10357300106669;0.0535930028505895;1.9325843964265;65.9003846157488
2015-09-08;4.74;0.0468999999999999;0.0468999999999999;0;0.0979057009600212;0.0482337025655306;2.02981931206724;66.9947314674121
2015-09-09;4.95;0.2111;0.2111;0;0.109225130864019;0.0434103323089775;2.51610907022314;71.5594715627938
2015-09-10;4.95;0;0;0;0.0983026177776172;0.0390692990780798;2.51610907022314;71.5594715627938
2015-09-11;4.86;-0.0937999999999999;0;0.0937999999999999;0.0884723559998555;0.0445423691702718;1.98625168907502;66.5132043739506
2015-09-14;4.69;-0.1642;0;0.1642;0.0796251203998699;0.0565081322532446;1.40909135065773;58.4905736460769
2015-09-15;4.78;0.0937999999999999;0.0937999999999999;0;0.0810426083598829;0.0508573190279202;1.59352891400727;61.4424965690899
2015-09-16;4.74;-0.0468999999999999;0;0.0468999999999999;0.0729383475238946;0.0504615871251281;1.44542317591065;59.1072821321565
2015-09-17;4.64;-0.0937999999999999;0;0.0937999999999999;0.0656445127715052;0.0547954284126153;1.19799250910487;54.5039395786089
2015-09-18;4.64;0;0;0;0.0590800614943547;0.0493158855713538;1.19799250910487;54.5039395786089
2015-09-21;4.69;0.0468999999999999;0.0468999999999999;0;0.0578620553449192;0.0443842970142184;1.3036605114278;56.5908259902322
2015-09-22;4.67;-0.0233999999999996;0;0.0233999999999996;0.0520758498104273;0.0422858673127965;1.23151901852249;55.1874758090966
2015-09-23;4.62;-0.0469000000000008;0;0.0469000000000008;0.0468682648293845;0.042747280581517;1.0964034247748;52.2992574720001
2015-09-24;4.50;-0.117299999999999;0;0.117299999999999;0.0421814383464461;0.0502025525233652;0.840224973158767;45.6588181018167
2015-09-25;4.46;-0.0468999999999999;0;0.0468999999999999;0.0379632945118015;0.0498722972710287;0.761210062281506;43.2208558526755
2015-09-28;4.71;0.258;0.258;0;0.0599669650606213;0.0448850675439258;1.33601146978193;57.1919910096438
2015-09-29;4.69;-0.0235000000000003;0;0.0235000000000003;0.0539702685545592;0.0427465607895332;1.26256399480386;55.8023551025929
2015-09-30;4.64;-0.0468999999999999;0;0.0468999999999999;0.0485732416991033;0.0431619047105799;1.12537298862988;52.949434976839
2015-10-01;4.50;-0.1407;0;0.1407;0.043715917529193;0.0529157142395219;0.826142444781407;45.2397592062046
2015-10-02;4.76;0.258;0.258;0;0.0651443257762737;0.0476241428155697;1.36788447885672;57.7682100233696
2015-10-05;4.83;0.0703999999999994;0.0703999999999994;0;0.0656698931986462;0.0428617285340127;1.53213357101392;60.5076125743407
2015-10-06;4.71;-0.117299999999999;0;0.117299999999999;0.0591029038787816;0.0503055556806114;1.17487826302972;54.0204149814368
2015-10-07;4.81;0.0937999999999999;0.0937999999999999;0;0.0625726134909034;0.0452750001125503;1.38205661701497;58.0194696945057
2015-10-08;4.67;-0.1407;0;0.1407;0.0563153521418131;0.0548175001012952;1.02732434054362;50.6739015557889
2015-10-09;4.86;0.1876;0.1876;0;0.0694438169276318;0.0493357500911657;1.40757598291926;58.4644469335723
2015-10-12;4.86;0;0;0;0.0624994352348686;0.0444021750820491;1.40757598291926;58.4644469335723
2015-10-13;4.76;-0.0937999999999999;0;0.0937999999999999;0.0562494917113817;0.0493419575738442;1.13999311087729;53.2708776062344
2015-10-14;4.76;0;0;0;0.0506245425402436;0.0444077618164598;1.13999311087729;53.2708776062344
2015-10-15;4.81;0.0468999999999999;0.0468999999999999;0;0.0502520882862192;0.0399669856348138;1.25733996417399;55.7000710628041
2015-10-16;4.95;0.1407;0.1407;0;0.0592968794575972;0.0359702870713324;1.64849614182967;62.2427239290156
2015-10-19;5.02;0.0704000000000002;0.0704000000000002;0;0.0604071915118375;0.0323732583641992;1.86595957787927;65.1076725673858
2015-10-20;5.09;0.0703999999999994;0.0703999999999994;0;0.0614064723606537;0.0291359325277793;2.10758561793437;67.8206774343129
2015-10-21;5.11;0.0234000000000005;0.0234000000000005;0;0.0576058251245884;0.0262223392750013;2.19682250772745;68.7189389594583
2015-10-22;4.03;-1.0789;0;1.0789;0.0518452426121296;0.131490105347501;0.394290068253526;28.2789124896665
2015-10-23;4.41;0.3753;0.3753;0;0.0841907183509166;0.118341094812751;0.711424197013979;41.5691327874902
2015-10-26;4.17;-0.2346;0;0.2346;0.075771646515825;0.129966985331476;0.583006879189912;36.8290805841766
2015-10-27;3.96;-0.2111;0;0.2111;0.0681944818642425;0.138080286798328;0.49387558097879;33.0600210129415
2015-10-28;3.94;-0.0234000000000001;0;0.0234000000000001;0.0613750336778182;0.126612258118496;0.484747958766976;32.6485014446182
2015-10-29;4.08;0.1407;0.1407;0;0.0693075303100364;0.113951032306646;0.60822204860354;37.8195317699863
2015-10-30;4.13;0.0468999999999999;0.0468999999999999;0;0.0670667772790328;0.102555929075981;0.653953192987453;39.5387968510916
2015-11-02;3.96;-0.1642;0;0.1642;0.0603600995511295;0.108720336168383;0.555186836965306;35.6990442414407
2015-11-03;3.96;0;0;0;0.0543240895960165;0.0978483025515449;0.555186836965306;35.6990442414407
2015-11-04;3.94;-0.0234000000000001;0;0.0234000000000001;0.0488916806364149;0.0904034722963905;0.540816402229796;35.0993409368665
2015-11-05;3.92;-0.0234999999999999;0;0.0234999999999999;0.0440025125727734;0.0837131250667514;0.525634570895383;34.4535041957585
2015-11-06;3.85;-0.0703;0;0.0703;0.0396022613154961;0.0823718125600763;0.480774431018049;32.4677696310242
2015-11-09;3.75;-0.0939000000000001;0;0.0939000000000001;0.0356420351839465;0.0835246313040687;0.426724843048906;29.9094001992001
2015-11-10;3.68;-0.0703;0;0.0703;0.0320778316655518;0.0822021681736618;0.390230968090569;28.0695062221594
2015-11-11;3.82;0.1407;0.1407;0;0.0429400484989967;0.0739819513562956;0.580412488610881;36.7253797849345
2015-11-12;3.85;0.0234999999999999;0.0234999999999999;0;0.040996043649097;0.0665837562206661;0.615706382097632;38.1075663820969
2015-11-13;4.22;0.3752;0.3752;0;0.0744164392841873;0.0599253805985995;1.24181838381059;55.3933535730837
2015-11-16;4.46;0.2346;0.2346;0;0.0904347953557686;0.0539328425387395;1.6768038007789;62.6420135943838
2015-11-17;4.41;-0.0468999999999999;0;0.0468999999999999;0.0813913158201917;0.0532295582848656;1.5290623939544;60.4596548353077
2015-11-18;4.32;-0.0938000000000008;0;0.0938000000000008;0.0732521842381726;0.0572866024563791;1.27869660788402;56.11526358796
2015-11-19;4.25;-0.0703999999999994;0;0.0703999999999994;0.0659269658143553;0.0585979422107411;1.12507305422529;52.9427942248057
2015-11-20;4.36;0.117299999999999;0.117299999999999;0;0.0710642692329197;0.052738147989667;1.34749269630863;57.4013584122125
2015-11-23;4.41;0.0469000000000008;0.0469000000000008;0;0.0686478423096278;0.0474643331907003;1.44630373366497;59.1220016452399
2015-11-24;4.39;-0.0235000000000003;0;0.0235000000000003;0.061783058078665;0.0450678998716303;1.37088833193128;57.8217165890128
2015-11-25;4.25;-0.1407;0;0.1407;0.0556047522707985;0.0546311098844672;1.01782212348221;50.441617803542
2015-11-26;4.32;0.0703999999999994;0.0703999999999994;0;0.0570842770437186;0.0491679988960205;1.16100468445826;53.7252275669783
2015-11-27;4.17;-0.1408;0;0.1408;0.0513758493393468;0.0583311990064184;0.880761071509839;46.8300351837238
2015-11-30;4.29;0.1173;0.1173;0;0.0579682644054121;0.0524980791057766;1.10419781814519;52.4759511022837
2015-12-01;4.22;-0.0704000000000002;0;0.0704000000000002;0.0521714379648709;0.054288271195199;0.961007540234302;49.0058054605685
2015-12-02;4.25;0.0235000000000003;0.0235000000000003;0;0.0493042941683838;0.0488594440756791;1.00910469001685;50.2265857538956
2015-12-03;4.10;-0.140700000000001;0;0.140700000000001;0.0443738647515454;0.0580434996681112;0.764493268070881;43.3265052298386
2015-12-04;4.39;0.281400000000001;0.281400000000001;0;0.068076478276391;0.0522391497013001;1.30316972358179;56.5815758273844
2015-12-07;4.48;0.0937999999999999;0.0937999999999999;0;0.0706488304487519;0.0470152347311701;1.50267952191916;60.0428264489431
2015-12-08;5.16;0.6802;0.6802;0;0.131603947403877;0.0423137112580531;3.11019628132548;75.6702616723327
2015-12-09;4.93;-0.2345;0;0.2345;0.118443552663489;0.0615323401322477;1.92489920599355;65.8107876691665
2015-12-10;4.76;-0.1642;0;0.1642;0.10659919739714;0.071799106119023;1.484686971178;59.753481561265
2015-12-11;4.69;-0.0704000000000002;0;0.0704000000000002;0.0959392776574261;0.0716591955071207;1.33882716626218;57.2435272505339
